url,image,name,type,rarity,artist,set,price,ability,HP,set_number
https://limitlesstcg.com/cards/DRI/219,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_219_R_EN_LG.png,Team Rocket's Persian ex,Colorless,Ultra Rare,5ban Graphics,Destined Rivals (DRI),4.47,None,260,219
https://limitlesstcg.com/cards/DRI/139,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_139_R_EN_LG.png,Arven's Mabosstiff ex,Darkness,Double Rare,akagi,Destined Rivals (DRI),0.55,None,270,139
https://limitlesstcg.com/cards/DRI/55,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_055_R_EN_LG.png,Huntail,Water,Uncommon,Scav,Destined Rivals (DRI),0.05,Diver's Catch,110,55
https://limitlesstcg.com/cards/DRI/101,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_101_R_EN_LG.png,Regirock ex,Fighting,Double Rare,Nisota Niso,Destined Rivals (DRI),0.49,None,230,101
https://limitlesstcg.com/cards/DRI/243,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_243_R_EN_LG.png,Jamming Tower,Trainer,Secret Rare,AYUMI ODASHIMA,Destined Rivals (DRI),17.66,None,None,243
https://limitlesstcg.com/cards/DRI/237,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_237_R_EN_LG.png,Team Rocket's Ariana,Trainer,Special Art Rare,Yoshioka,Destined Rivals (DRI),30.89,None,None,237
https://limitlesstcg.com/cards/DRI/116,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_116_R_EN_LG.png,Team Rocket's Nidoqueen,Darkness,Uncommon,hncl,Destined Rivals (DRI),0.08,None,170,116
https://limitlesstcg.com/cards/DRI/76,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_076_R_EN_LG.png,Manectric,Lightning,Uncommon,Izucch,Destined Rivals (DRI),0.04,None,120,76
https://limitlesstcg.com/cards/DRI/49,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_049_R_EN_LG.png,Misty's Gyarados,Water,Rare,GOSSAN,Destined Rivals (DRI),0.36,None,180,49
https://limitlesstcg.com/cards/DRI/215,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_215_R_EN_LG.png,Cynthia's Garchomp ex,Fighting,Ultra Rare,5ban Graphics,Destined Rivals (DRI),4.55,None,330,215
https://limitlesstcg.com/cards/DRI/60,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_060_R_EN_LG.png,Abomasnow,Water,Uncommon,kamonabe,Destined Rivals (DRI),0.04,None,150,60
https://limitlesstcg.com/cards/DRI/126,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_126_R_EN_LG.png,Team Rocket's Weezing,Darkness,Uncommon,matazo,Destined Rivals (DRI),0.07,None,130,126
https://limitlesstcg.com/cards/DRI/221,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_221_R_EN_LG.png,Ethan's Adventure,Trainer,Ultra Rare,Iori Suzuki,Destined Rivals (DRI),4.44,None,None,221
https://limitlesstcg.com/cards/DRI/207,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_207_R_EN_LG.png,Arboliva ex,Grass,Ultra Rare,PLANETA Tsuji,Destined Rivals (DRI),2.02,None,310,207
https://limitlesstcg.com/cards/DRI/113,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_113_R_EN_LG.png,Team Rocket's Arbok,Darkness,Uncommon,Teeziro,Destined Rivals (DRI),0.10,Potent Glare,130,113
https://limitlesstcg.com/cards/DRI/160,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_160_R_EN_LG.png,Squawkabilly,Colorless,Common,Julie Hang,Destined Rivals (DRI),0.03,None,70,160
https://limitlesstcg.com/cards/DRI/148,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_148_R_EN_LG.png,Team Rocket's Raticate,Colorless,Common,Uninori,Destined Rivals (DRI),0.08,None,90,148
https://limitlesstcg.com/cards/DRI/115,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_115_R_EN_LG.png,Team Rocket's Nidorina,Darkness,Common,Taiga Kasai,Destined Rivals (DRI),0.11,None,90,115
https://limitlesstcg.com/cards/DRI/156,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_156_R_EN_LG.png,Taillow,Colorless,Common,Ayako Ozaki,Destined Rivals (DRI),0.08,None,60,156
https://limitlesstcg.com/cards/DRI/137,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_137_R_EN_LG.png,Marnie's Morpeko,Darkness,Common,Mina Nakai,Destined Rivals (DRI),0.12,None,70,137
https://limitlesstcg.com/cards/DRI/24,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_024_R_EN_LG.png,Rellor,Grass,Common,Toshinao Aoki,Destined Rivals (DRI),0.04,None,40,24
https://limitlesstcg.com/cards/DRI/22,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_022_R_EN_LG.png,Dolliv,Grass,Common,Felicia Chen,Destined Rivals (DRI),0.06,None,90,22
https://limitlesstcg.com/cards/DRI/235,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_235_R_EN_LG.png,Arven's Mabosstiff ex,Darkness,Special Art Rare,Yuriko Akase,Destined Rivals (DRI),32.57,None,270,235
https://limitlesstcg.com/cards/DRI/124,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_124_R_EN_LG.png,Team Rocket's Muk,Darkness,Uncommon,Uta,Destined Rivals (DRI),0.06,None,150,124
https://limitlesstcg.com/cards/DRI/176,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_176_R_EN_LG.png,Team Rocket's Petrel,Trainer,Uncommon,GOSSAN,Destined Rivals (DRI),0.10,None,None,176
https://limitlesstcg.com/cards/DRI/46,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_046_R_EN_LG.png,Misty's Staryu,Water,Common,Shinya Komatsu,Destined Rivals (DRI),0.04,None,70,46
https://limitlesstcg.com/cards/DRI/51,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_051_R_EN_LG.png,Team Rocket's Articuno,Water,Rare,Mitsuhiro Arita,Destined Rivals (DRI),0.18,Repelling Veil,120,51
https://limitlesstcg.com/cards/DRI/168,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_168_R_EN_LG.png,Sacred Ash,Trainer,Uncommon,Eske Yoshinob,Destined Rivals (DRI),0.10,None,None,168
https://limitlesstcg.com/cards/DRI/84,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_084_R_EN_LG.png,Steven's Claydol,Psychic,Uncommon,nagimiso,Destined Rivals (DRI),0.06,None,120,84
https://limitlesstcg.com/cards/DRI/6,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_006_R_EN_LG.png,Breloom,Grass,Common,nisimono,Destined Rivals (DRI),0.05,None,120,6
https://limitlesstcg.com/cards/DRI/132,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_132_R_EN_LG.png,Marnie's Scraggy,Darkness,Common,Teeziro,Destined Rivals (DRI),0.05,None,70,132
https://limitlesstcg.com/cards/DRI/170,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_170_R_EN_LG.png,Team Rocket's Archer,Trainer,Uncommon,Hideki Ishikawa,Destined Rivals (DRI),0.08,None,None,170
https://limitlesstcg.com/cards/DRI/185,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_185_R_EN_LG.png,Shaymin,Grass,Art Rare,Heisuke Kitazawa,Destined Rivals (DRI),8.50,Flower Curtain,80,185
https://limitlesstcg.com/cards/DRI/154,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_154_R_EN_LG.png,Team Rocket's Porygon2,Colorless,Common,Takeshi Nakamura,Destined Rivals (DRI),0.08,None,90,154
https://limitlesstcg.com/cards/DRI/226,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_226_R_EN_LG.png,Team Rocket's Petrel,Trainer,Ultra Rare,GOSSAN,Destined Rivals (DRI),3.47,None,None,226
https://limitlesstcg.com/cards/DRI/224,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_224_R_EN_LG.png,Team Rocket's Ariana,Trainer,Ultra Rare,hncl,Destined Rivals (DRI),3.84,None,None,224
https://limitlesstcg.com/cards/DRI/190,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_190_R_EN_LG.png,Ethan's Typhlosion,Fire,Art Rare,GIDORA,Destined Rivals (DRI),25.40,None,170,190
https://limitlesstcg.com/cards/DRI/93,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_093_R_EN_LG.png,Ethan's Sudowoodo,Fighting,Common,OKACHEKE,Destined Rivals (DRI),0.06,None,110,93
https://limitlesstcg.com/cards/DRI/48,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_048_R_EN_LG.png,Misty's Magikarp,Water,Common,Shimaris Yukichi,Destined Rivals (DRI),0.08,So Submerged,30,48
https://limitlesstcg.com/cards/DRI/1,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_001_R_EN_LG.png,Ethan's Pinsir,Grass,Uncommon,GIDORA,Destined Rivals (DRI),0.06,None,120,1
https://limitlesstcg.com/cards/DRI/241,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_241_R_EN_LG.png,Cynthia's Garchomp ex,Fighting,Secret Rare,5ban Graphics,Destined Rivals (DRI),31.27,None,330,241
https://limitlesstcg.com/cards/DRI/54,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_054_R_EN_LG.png,Clamperl,Water,Common,Miki Tanaka,Destined Rivals (DRI),0.06,None,60,54
https://limitlesstcg.com/cards/DRI/29,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_029_R_EN_LG.png,Ponyta,Fire,Common,Ayako Ozaki,Destined Rivals (DRI),0.07,None,70,29
https://limitlesstcg.com/cards/DRI/236,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_236_R_EN_LG.png,Ethan's Adventure,Trainer,Special Art Rare,Kariya,Destined Rivals (DRI),51.32,None,None,236
https://limitlesstcg.com/cards/DRI/136,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_136_R_EN_LG.png,Marnie's Grimmsnarl ex,Darkness,Double Rare,PLANETA Mochizuki,Destined Rivals (DRI),0.86,Punk Up,320,136
https://limitlesstcg.com/cards/DRI/232,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_232_R_EN_LG.png,Cynthia's Garchomp ex,Fighting,Special Art Rare,HICO KIM,Destined Rivals (DRI),248.04,None,330,232
https://limitlesstcg.com/cards/DRI/143,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_143_R_EN_LG.png,Steven's Beldum,Metal,Common,Takeshi Nakamura,Destined Rivals (DRI),0.04,None,70,143
https://limitlesstcg.com/cards/DRI/225,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_225_R_EN_LG.png,Team Rocket's Giovanni,Trainer,Ultra Rare,akagi,Destined Rivals (DRI),4.02,None,None,225
https://limitlesstcg.com/cards/DRI/178,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_178_R_EN_LG.png,Team Rocket's Transceiver,Trainer,Uncommon,inose yukie,Destined Rivals (DRI),0.14,None,None,178
https://limitlesstcg.com/cards/DRI/150,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_150_R_EN_LG.png,Team Rocket's Persian ex,Colorless,Double Rare,5ban Graphics,Destined Rivals (DRI),0.59,None,260,150
https://limitlesstcg.com/cards/DRI/166,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_166_R_EN_LG.png,Granite Cave,Trainer,Uncommon,AYUMI ODASHIMA,Destined Rivals (DRI),0.06,None,None,166
https://limitlesstcg.com/cards/DRI/88,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_088_R_EN_LG.png,Team Rocket's Dottler,Psychic,Common,Scav,Destined Rivals (DRI),0.08,None,80,88
https://limitlesstcg.com/cards/DRI/140,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_140_R_EN_LG.png,Forretress,Metal,Uncommon,Wintr Wandr,Destined Rivals (DRI),0.06,None,130,140
https://limitlesstcg.com/cards/DRI/155,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_155_R_EN_LG.png,Team Rocket's Porygon-Z,Colorless,Uncommon,Anesaki Dynamic,Destined Rivals (DRI),0.07,Reconstitute,140,155
https://limitlesstcg.com/cards/DRI/58,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_058_R_EN_LG.png,Floatzel,Water,Uncommon,Shibuzoh.,Destined Rivals (DRI),0.04,None,120,58
https://limitlesstcg.com/cards/DRI/39,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_039_R_EN_LG.png,Ethan's Ho-Oh ex,Fire,Double Rare,aky CG Works,Destined Rivals (DRI),1.02,Golden Flame,230,39
https://limitlesstcg.com/cards/DRI/57,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_057_R_EN_LG.png,Buizel,Water,Common,Ayako Ozaki,Destined Rivals (DRI),0.08,None,70,57
https://limitlesstcg.com/cards/DRI/179,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_179_R_EN_LG.png,Team Rocket's Venture Bomb,Trainer,Uncommon,Toyste Beach,Destined Rivals (DRI),0.07,None,None,179
https://limitlesstcg.com/cards/DRI/210,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_210_R_EN_LG.png,Cetitan ex,Water,Ultra Rare,PLANETA Tsuji,Destined Rivals (DRI),1.40,Snow Camouflage,300,210
https://limitlesstcg.com/cards/DRI/127,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_127_R_EN_LG.png,Team Rocket's Murkrow,Darkness,Uncommon,Mugi Hamada,Destined Rivals (DRI),0.07,None,80,127
https://limitlesstcg.com/cards/DRI/122,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_122_R_EN_LG.png,Team Rocket's Crobat ex,Darkness,Double Rare,5ban Graphics,Destined Rivals (DRI),0.57,Biting Spree,310,122
https://limitlesstcg.com/cards/DRI/32,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_032_R_EN_LG.png,Ethan's Cyndaquil,Fire,Common,Susumu Maeya,Destined Rivals (DRI),0.09,None,70,32
https://limitlesstcg.com/cards/DRI/121,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_121_R_EN_LG.png,Team Rocket's Golbat,Darkness,Uncommon,AKIRA EGAWA,Destined Rivals (DRI),0.07,Sneaky Bite,80,121
https://limitlesstcg.com/cards/DRI/92,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_092_R_EN_LG.png,Annihilape,Fighting,Rare,Shiburingaru,Destined Rivals (DRI),0.08,Lose Cool,150,92
https://limitlesstcg.com/cards/DRI/133,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_133_R_EN_LG.png,Marnie's Scrafty,Darkness,Uncommon,Kazumasa Yasukuni,Destined Rivals (DRI),0.05,None,120,133
https://limitlesstcg.com/cards/DRI/211,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_211_R_EN_LG.png,Dondozo ex,Water,Ultra Rare,N-DESIGN Inc.,Destined Rivals (DRI),1.32,None,260,211
https://limitlesstcg.com/cards/DRI/200,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_200_R_EN_LG.png,Team Rocket's Murkrow,Darkness,Art Rare,Akira Komayama,Destined Rivals (DRI),5.60,None,80,200
https://limitlesstcg.com/cards/DRI/194,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_194_R_EN_LG.png,Misty's Lapras,Water,Art Rare,Orca,Destined Rivals (DRI),24.35,None,110,194
https://limitlesstcg.com/cards/DRI/164,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_164_R_EN_LG.png,Energy Recycler,Trainer,Uncommon,Toyste Beach,Destined Rivals (DRI),0.12,None,None,164
https://limitlesstcg.com/cards/DRI/13,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_013_R_EN_LG.png,Fomantis,Grass,Common,mashu,Destined Rivals (DRI),0.05,None,60,13
https://limitlesstcg.com/cards/DRI/216,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_216_R_EN_LG.png,Team Rocket's Nidoking ex,Darkness,Ultra Rare,5ban Graphics,Destined Rivals (DRI),4.13,None,330,216
https://limitlesstcg.com/cards/DRI/65,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_065_R_EN_LG.png,Cetitan ex,Water,Double Rare,kawayoo,Destined Rivals (DRI),0.51,Snow Camouflage,300,65
https://limitlesstcg.com/cards/DRI/130,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_130_R_EN_LG.png,Marnie's Purrloin,Darkness,Common,REND,Destined Rivals (DRI),0.05,None,60,130
https://limitlesstcg.com/cards/DRI/38,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_038_R_EN_LG.png,Team Rocket's Houndoom,Fire,Uncommon,Anesaki Dynamic,Destined Rivals (DRI),0.06,None,130,38
https://limitlesstcg.com/cards/DRI/203,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_203_R_EN_LG.png,Team Rocket's Meowth,Colorless,Art Rare,Shimaris Yukichi,Destined Rivals (DRI),20.68,None,70,203
https://limitlesstcg.com/cards/DRI/87,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_087_R_EN_LG.png,Team Rocket's Mimikyu,Psychic,Uncommon,DOM,Destined Rivals (DRI),0.07,None,60,87
https://limitlesstcg.com/cards/DRI/123,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_123_R_EN_LG.png,Team Rocket's Grimer,Darkness,Common,Mousho,Destined Rivals (DRI),0.07,None,80,123
https://limitlesstcg.com/cards/DRI/191,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_191_R_EN_LG.png,Team Rocket's Houndoom,Fire,Art Rare,nagimiso,Destined Rivals (DRI),13.17,None,130,191
https://limitlesstcg.com/cards/DRI/229,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_229_R_EN_LG.png,Team Rocket's Moltres ex,Fire,Special Art Rare,AKIRA EGAWA,Destined Rivals (DRI),116.91,None,220,229
https://limitlesstcg.com/cards/DRI/193,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_193_R_EN_LG.png,Misty's Psyduck,Water,Art Rare,OKACHEKE,Destined Rivals (DRI),49.68,Flustered Leap,70,193
https://limitlesstcg.com/cards/DRI/44,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_044_R_EN_LG.png,Hearthflame Mask Ogerpon,Fire,Uncommon,HYOGONOSUKE,Destined Rivals (DRI),0.08,None,110,44
https://limitlesstcg.com/cards/DRI/47,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_047_R_EN_LG.png,Misty's Starmie,Water,Uncommon,Natsumi Yoshida,Destined Rivals (DRI),0.12,None,100,47
https://limitlesstcg.com/cards/DRI/53,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_053_R_EN_LG.png,Cynthia's Milotic,Water,Uncommon,You Iribi,Destined Rivals (DRI),0.05,None,130,53
https://limitlesstcg.com/cards/DRI/217,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_217_R_EN_LG.png,Team Rocket's Crobat ex,Darkness,Ultra Rare,5ban Graphics,Destined Rivals (DRI),2.65,Biting Spree,310,217
https://limitlesstcg.com/cards/DRI/34,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_034_R_EN_LG.png,Ethan's Typhlosion,Fire,Rare,danciao,Destined Rivals (DRI),0.31,None,170,34
https://limitlesstcg.com/cards/DRI/96,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_096_R_EN_LG.png,Team Rocket's Tyranitar,Fighting,Rare,Ryuta Fuse,Destined Rivals (DRI),0.12,Sand Stream,180,96
https://limitlesstcg.com/cards/WHT/53,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/WHT/WHT_053_R_EN_LG.png,Mienshao,Fighting,Uncommon,Keisin,White Flare (WHT),0.05,None,100,53
https://limitlesstcg.com/cards/WHT/173,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/WHT/WHT_173_R_EN_LG.png,Reshiram ex,Fire,Secret Rare,5ban Graphics,White Flare (WHT),371.65,None,230,173
https://limitlesstcg.com/cards/WHT/101,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/WHT/WHT_101_R_EN_LG.png,Litwick,Fire,Art Rare,Naoyo Kimura,White Flare (WHT),13.90,None,60,101
https://limitlesstcg.com/cards/WHT/47,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/WHT/WHT_047_R_EN_LG.png,Boldore,Fighting,Common,Anesaki Dynamic,White Flare (WHT),0.03,None,110,47
https://limitlesstcg.com/cards/WHT/118,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/WHT/WHT_118_R_EN_LG.png,Stunfisk,Lightning,Art Rare,Toshinao Aoki,White Flare (WHT),3.86,None,110,118
https://limitlesstcg.com/cards/WHT/5,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/WHT/WHT_005_R_EN_LG.png,Whimsicott ex,Grass,Double Rare,5ban Graphics,White Flare (WHT),0.41,None,230,5
https://limitlesstcg.com/cards/WHT/168,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/WHT/WHT_168_R_EN_LG.png,Jellicent ex,Psychic,Special Art Rare,Narano,White Flare (WHT),31.82,Oceanic Curse,270,168
https://limitlesstcg.com/cards/WHT/114,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/WHT/WHT_114_R_EN_LG.png,Blitzle,Lightning,Art Rare,Natsumi Miyanose,White Flare (WHT),6.17,None,60,114
https://limitlesstcg.com/cards/WHT/147,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/WHT/WHT_147_R_EN_LG.png,Zweilous,Darkness,Art Rare,Kyoko Umemoto,White Flare (WHT),6.10,None,110,147
https://limitlesstcg.com/cards/WHT/153,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/WHT/WHT_153_R_EN_LG.png,Watchog,Colorless,Art Rare,Mousho,White Flare (WHT),4.89,None,90,153
